"Species","SpecCode","AutoCtr","StockCode","FamCode","PopLWRef","LengthMin","LengthMax","Type","LmaxCompare","EsQ","Number","Sex","a","aTL","b","CoeffDetermination","SEa","SEb","SDa","SDb","LCLa","UCLa","LCLb","UCLb","Method","SpecimenType","Locality","DataRef","C_Code","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Neoniphon sammara",4911,6875,5144,243,55787,3.5,19,"FL",NA,NA,138,"mixed",0.02762,NA,2.88835,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.3%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Neoniphon sammara",4911,49851,5144,NA,130564,14.5,21.9,"TL",NA,NA,263,"female",0.0204,NA,2.843,0.9505,NA,NA,NA,NA,NA,NA,2.72499990463257,2.96099996566772,"Type I linear regression","fresh","Hurghada/2022",NA,"818",NA,2448,2024-01-17,NA,2024-01-17,NA,NA,NA
"Neoniphon sammara",4911,49850,5144,NA,130564,14,21,"TL",NA,NA,274,"male",0.0308,NA,2.6975,0.9393,NA,NA,NA,NA,NA,NA,2.57100009918213,2.82399988174438,"Type I linear regression","fresh","Hurghada/2022",NA,"818",NA,2448,2024-01-17,NA,2024-01-17,NA,NA,NA
"Neopomacentrus violascens",5706,7584,5999,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0297,NA,2.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Oxycheilinus digramma",5599,7471,5891,362,30504,18,18.5,"TL",NA,NA,2,"unsexed",0.01449,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Oxycheilinus digramma",5599,7472,5891,362,30504,15.5,16,"SL",NA,NA,2,"unsexed",0.02254,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,2009-10-02,NA,NA,NA
"Oxycheilinus digramma",5599,7473,5891,NA,82366,18.5,18.5,"SL",NA,NA,1,"unsexed",0.0221,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh","Lihir Island group (seamount), 1999-2002",82366,"598","Estimated from 1L-W pair (Table 1, Ref. 82366).",3,2009-10-02,NA,2009-10-02,NA,NA,NA
"Oxycheilinus digramma",5599,37265,5891,NA,108462,10,22,"SL",NA,NA,84,"unsexed",0.0389,NA,2.847,0.96,NA,NA,NA,NA,0.0272000003606081,0.0555999986827374,2.71900010108948,2.97499990463257,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Oxymonacanthus longirostris",6559,8057,6880,517,30504,8.9,8.9,"TL",NA,NA,1,"unsexed",0.01319,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Oxymonacanthus longirostris",6559,8058,6880,517,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02204,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Paracirrhites arcatus",5835,45757,6132,NA,124696,3.2,12.7,"TL",NA,NA,333,"unsexed",0.01231,NA,3.172,0.982,NA,NA,NA,NA,0.0111400000751019,0.0136000001803041,3.125,3.21799993515015,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Paracirrhites arcatus",5835,49903,6132,NA,130794,3.4,11.8,"TL",NA,NA,215,"unsexed",0.0181,NA,3.002,0.927,NA,NA,NA,NA,0.0140000004321337,0.0232999995350838,2.88700008392334,3.11800003051758,"Type I linear regression","fresh","Society and Tuamotu Archipelagos / 2018, 2019, 2021.",NA,"258",NA,65,2024-03-20,NA,2024-03-20,NA,NA,NA
"Paracirrhites forsteri",5952,45758,6261,NA,124696,3.1,9,"TL",NA,NA,47,"unsexed",0.00727,NA,3.153,0.971,NA,NA,NA,NA,0.00557000003755093,0.00949000008404255,2.99000000953674,3.31599998474121,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Parapercis hexophtalma",7866,8394,8176,371,5525,NA,NA,NA,NA,NA,NA,"unsexed",0.0085,NA,3.159,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",2290,"540",NA,3,1993-06-18,3,1995-09-18,NA,NA,NA
"Parapercis hexophtalma",7866,8395,8176,371,55787,7,23,"FL",NA,NA,15,"mixed",0.00682,NA,3.15726,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.8%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Parascolopsis eriomma",5858,37306,6167,NA,108462,8.1,14,"SL",NA,NA,40,"unsexed",0.0441,NA,2.842,0.958,NA,NA,NA,NA,0.0276999995112419,0.0705000013113022,2.6470000743866,3.03699994087219,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-31,NA,2016-08-31,NA,NA,NA
"Parupeneus barberinoides",5986,7758,6295,332,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0123,NA,3.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Parupeneus barberinoides",5986,43134,6295,NA,121521,8.5,18,"SL",NA,NA,16,"unsexed",0.0222,NA,3.11,0.985,NA,NA,NA,NA,0.0125000001862645,0.0388999991118908,2.89299988746643,3.33200001716614,"Type I linear regression",NA,"Davao Gulf / 2009-2012, 2016.",NA,"608",NA,65,2020-01-23,NA,2020-01-23,NA,NA,NA
"Parupeneus barberinus",5987,7759,6296,332,7002,NA,NA,NA,NA,NA,72,"female",0.0194,NA,2.803,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Aqaba (seagrass bed, 10 m deep), 1982-83",7002,"400",NA,3,1994-05-29,NA,1994-05-29,NA,NA,NA
"Parupeneus barberinus",5987,7760,6296,332,7002,NA,NA,NA,NA,NA,99,"male",0.0167,NA,2.849,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Aqaba (seagrass bed, 10 m deep), 1982-83",7002,"400",NA,3,1994-05-29,NA,1994-05-29,NA,NA,NA
"Parupeneus barberinus",5987,7761,6296,332,26587,13.5,41,"FL",NA,NA,17,"unsexed",0.0151,NA,3.078,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Parupeneus barberinus",5987,7762,6296,332,48600,9.6,33.6,"TL",NA,NA,111,"unsexed",0.00627,NA,3.195,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-24,NA,2003-09-24,NA,NA,NA
"Parupeneus barberinus",5987,7763,6296,332,55787,8,41,"FL",NA,NA,19,"mixed",0.01307,NA,3.12249,0.996,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  5.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Parupeneus barberinus",5987,39547,6296,NA,107958,16.2,37.4,"FL",NA,NA,822,"unsexed",0.0233,NA,2.93,0.97,NA,NA,NA,NA,0.0208999998867512,0.0261000003665686,2.89000010490417,2.96000003814697,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Parupeneus barberinus",5987,37294,6296,NA,108462,7.7,25,"SL",NA,NA,57,"unsexed",0.0317,NA,2.931,0.994,NA,NA,NA,NA,0.0265999995172024,0.0377000011503696,2.86700010299683,2.99399995803833,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-31,NA,2016-08-31,NA,NA,NA
"Parupeneus barberinus",5987,46660,6296,NA,125598,8.2,37.3,"FL",NA,NA,2737,"unsexed",0.0175,NA,3.01,0.99,NA,NA,NA,NA,0.017000000923872,0.0181000009179115,3,3.01999998092651,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Parupeneus barberinus",5987,46701,6296,NA,125700,12.5,25.3,"FL",NA,NA,158,"mixed",0.014,NA,3.1,0.978,NA,NA,NA,NA,0.0113000003620982,0.017400000244379,3.01999998092651,3.17000007629395,"Type I linear regression","fresh","Kavieng, New Ireland Province (2015)",125700,"598","Weight range: 40-335 g (Ref. 125700).",2,2022-01-27,NA,2022-01-27,NA,NA,NA
"Parupeneus cyclostomus",5990,7769,6299,332,30504,25,25,"TL",NA,NA,1,"unsexed",0.01242,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Parupeneus cyclostomus",5990,7770,6299,332,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02425,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Parupeneus cyclostomus",5990,39548,6299,NA,107958,18.1,34.5,"FL",NA,NA,480,"unsexed",0.0136,NA,3.11,0.96,NA,NA,NA,NA,0.0113000003620982,0.0163000002503395,3.05999994277954,3.17000007629395,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Parupeneus cyclostomus",5990,43135,6299,NA,121521,11.5,31,"SL",NA,NA,31,"unsexed",0.0307,NA,2.96,0.988,NA,NA,NA,NA,0.0208999998867512,0.0450000017881393,2.83800005912781,3.08400011062622,"Type I linear regression",NA,"Davao Gulf / 2009-2012, 2016.",NA,"608",NA,65,2020-01-23,NA,2020-01-23,NA,NA,NA
"Parupeneus cyclostomus",5990,46662,6299,NA,125598,15,34.6,"FL",NA,NA,331,"unsexed",0.0152,NA,3.07,0.99,NA,NA,NA,NA,0.013399999588728,0.0173000004142523,3.02999997138977,3.10999989509583,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Parupeneus multifasciatus",5993,7778,6302,332,26587,6.5,21,"FL","no","Yes",14,"unsexed",0.0915,NA,2.415,0.94284,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540","Update of estimate in Ref. 5525 (as <i>P. trifasciatus</i>).",3,1998-05-21,3,2012-03-30,NA,NA,NA
"Parupeneus multifasciatus",5993,7779,6302,332,55787,3.5,22.8,"FL","no",NA,53,"mixed",0.01136,NA,3.21082,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  17%",1531,2005-12-06,3,2012-03-30,NA,NA,NA
"Parupeneus multifasciatus",5993,35908,6302,NA,94645,7.2,22.8,"FL",NA,NA,50,"unsexed",0.00833,NA,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Hawaii",96443,"840B",NA,3,2014-06-27,NA,2014-06-27,NA,NA,NA
"Parupeneus multifasciatus",5993,37297,6302,NA,108462,7.2,19.5,"SL",NA,NA,25,"unsexed",0.0315,NA,2.907,0.971,NA,NA,NA,NA,0.0183000005781651,0.0544000007212162,2.69099998474121,3.12299990653992,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-31,NA,2016-08-31,NA,NA,NA
"Parupeneus multifasciatus",5993,45760,6302,NA,124696,2.7,12.3,"TL",NA,NA,51,"unsexed",0.02232,NA,3.125,0.993,NA,NA,NA,NA,0.0192399993538857,0.025900000706315,3.05200004577637,3.19899988174438,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Parupeneus multifasciatus",5993,46664,6302,NA,125598,11.1,27.1,"FL",NA,NA,726,"unsexed",0.0166,NA,3.07,0.94,NA,NA,NA,NA,0.0141000002622604,0.0196000002324581,3.00999999046326,3.13000011444092,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Parupeneus pleurostigma",5994,7780,6303,332,30504,24.6,26,"TL",NA,NA,2,"unsexed",0.0119,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Parupeneus pleurostigma",5994,7781,6303,332,30504,21.5,22.4,"SL",NA,NA,2,"unsexed",0.01821,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Plagiotremus rhinorhynchos",6071,7839,6385,392,26587,6,9.5,"FL",NA,NA,16,"unsexed",0.00198,NA,3.549,0.91012,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-21,NA,1998-05-21,NA,NA,NA
"Plagiotremus rhinorhynchos",6071,7840,6385,392,55787,6,9.5,"FL",NA,"yes",20,"mixed",0.0012,NA,3.79209,0.83357,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  13.9%",1531,2005-12-06,3,2012-03-30,NA,NA,NA
"Plagiotremus tapeinosoma",6072,7841,6386,392,30504,10.7,10.7,"TL",NA,NA,1,"unsexed",0.00367,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Plagiotremus tapeinosoma",6072,7842,6386,392,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.00559,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Plagiotremus tapeinosoma",6072,7843,6386,392,55787,5.5,9,"FL",NA,NA,10,"mixed",0.00566,NA,2.90832,0.84824,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  15.9%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Plectroglyphidodon dickii",5709,7586,6002,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0612,NA,2.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Plectroglyphidodon dickii",5709,45762,6002,NA,124696,2.8,11.6,"TL",NA,NA,98,"unsexed",0.02486,NA,2.95,0.981,NA,NA,NA,NA,0.0211399998515844,0.0292399991303682,2.86700010299683,3.03299999237061,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Plectroglyphidodon fasciolatus",4347,37189,4532,NA,55787,8.5,12,"FL",NA,"Yes",11,"Unsexed",0.0028,NA,4.063,0.805,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","error: 11.7%",3,2016-08-11 20:39:06,3,2016-08-11 20:58:44,NA,NA,NA
"Plectroglyphidodon johnstonianus",5711,7587,6004,350,26849,6.1,8.5,"TL","No",NA,33,"unsexed",0.0612,NA,2.635,0.82084,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Plectropomus laevis",7372,8231,7672,289,40637,107,107,"TL",NA,NA,1,"unsexed",0.0198,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"L-W relationship calculated from data in Ref. 40637.",3,2002-04-12,NA,2002-04-13,NA,NA,NA
"Plectropomus laevis",7372,8232,7672,289,55787,18.1,95,"FL",NA,NA,17,"mixed",0.00591,NA,3.23774,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Plectropomus laevis",7372,41359,7672,NA,116899,NA,NA,"FL",NA,NA,NA,"mixed",0.00616,NA,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Great Barrier Reef and eastern Torres Strait",116899,"036",NA,3,2018-01-31,NA,2018-01-31,NA,NA,NA
"Plectropomus leopardus",4826,6758,5055,289,2160,5,54,"SL",NA,NA,60,"unsexed",0.0114,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Heron Is., Great Barrier Reef, 1971",2160,"036","a & b computed from Fig. 3 in Ref. 2160.",3,1992-03-18,32,1994-04-27,NA,NA,NA
"Plectropomus leopardus",4826,6759,5055,289,7069,NA,NA,"FL",NA,NA,NA,"unsexed",0.0079,NA,3.157,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lizard Is., Great Barrier Reef, 1990-92",7069,"036",NA,3,1994-06-10,NA,1996-07-26,NA,NA,NA
"Plectropomus leopardus",4826,6760,5055,289,26587,24,91,"FL",NA,NA,138,"unsexed",0.0119,NA,3.057,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-17,NA,NA,NA
"Plectropomus leopardus",4826,6761,5055,289,55787,10.7,91,"FL",NA,NA,191,"mixed",0.01175,NA,3.05954,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Plectropomus leopardus",4826,39569,5055,NA,107958,36.4,90.7,"TL",NA,NA,77,"unsexed",0.00846,NA,3.16,0.99,NA,NA,NA,NA,0.00640999991446733,0.0111999996006489,3.08999991416931,3.22000002861023,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Plectropomus leopardus",4826,38523,5055,NA,108462,17,51,"SL",NA,NA,18,"unsexed",0.023,NA,3.046,0.982,NA,NA,NA,NA,0.0113000003620982,0.0471000000834465,2.82699990272522,3.26600003242493,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-11-09,NA,2016-11-09,NA,NA,NA
"Plectropomus leopardus",4826,41390,5055,NA,116899,NA,NA,"FL",NA,"Yes",NA,"mixed",0.00478,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Great Barrier Reef and eastern Torres Strait",116899,"036",NA,3,2018-01-31,NA,2018-01-31,NA,NA,NA
"Plectropomus leopardus",4826,43682,5055,NA,119023,NA,NA,"TL",NA,NA,27,"unsexed",0.02048,NA,2.8963,0.87,1.41600000858307,0.226999998092651,NA,NA,NA,NA,NA,NA,"type I or II with correction",NA,"Western Australia: West Coast, 2011-2016.",NA,"036",NA,65,2020-04-30,NA,2020-05-05,NA,NA,NA
"Plectropomus leopardus",4826,43683,5055,NA,119023,NA,NA,"TL",NA,NA,29,"unsexed",0.02273,NA,2.8653,0.89,1.20000004768372,0.19200000166893,NA,NA,NA,NA,NA,NA,"type I or II with correction",NA,"Western Australia: Statewide, 2011-2016.",NA,"036",NA,65,2020-04-30,NA,2020-05-05,NA,NA,NA
"Plectropomus leopardus",4826,48384,5055,NA,126445,20,57.1,"SL",NA,NA,849,"unsexed",0.22,NA,2.23,0.88,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Sarappo Islands/2017",126445,"360","Sampling was conducted from February to October 2017.",2448,2022-06-28,NA,2022-06-28,NA,NA,NA
"Pomacanthus imperator",6504,8025,6825,460,30504,27.5,36,"TL",NA,NA,2,"unsexed",0.02758,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Pomacanthus imperator",6504,8026,6825,460,30504,24,32,"SL",NA,"Yes",2,"unsexed",0.04036,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Pomacanthus imperator",6504,8027,6825,460,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0371,NA,2.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Pomacanthus imperator",6504,41638,6825,NA,54838,2.59,29.6,"SL",NA,NA,200,"mixed",0.0959,NA,2.77,0.951,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Dongsha Islands (20°42'N; 121°43'E), South China Sea",54838,"156","LW plot includes what might be an influential outlier large  female and some very small juveniles.",3,2018-04-03,NA,2018-04-03,NA,NA,NA
"Pomacanthus imperator",6504,48737,6825,NA,126920,NA,NA,"TL",NA,NA,NA,"female",0.003,NA,2.772,0.878,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Shimoni and Kilifi/2014-2015",126920,"404",NA,2448,2022-08-20,NA,2022-08-20,NA,NA,NA
"Pomacanthus imperator",6504,48736,6825,NA,126920,NA,NA,"TL",NA,NA,NA,"male",0.022,NA,3.083,0.825,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Shimoni and Kilifi/2014-2015",126920,"404",NA,2448,2022-08-20,NA,2022-08-20,NA,NA,NA
"Pomacentrus brachialis",5718,7590,6011,350,26587,4,9.5,"FL","yes",NA,13,"unsexed",0.0135,NA,3.312,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-29,3,2012-03-30,NA,NA,NA
"Pomacentrus brachialis",5718,7591,6011,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0066,NA,3.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Pomacentrus brachialis",5718,7592,6011,350,55787,4,9.5,"FL",NA,NA,13,"mixed",0.0116,NA,3.38668,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.5%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Pomacentrus coelestis",5720,7593,6013,350,26177,1.8,7.9,"TL",NA,NA,133,"unsexed",0.037,NA,2.63,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Malatapay, Negros Oriental, 1995",26177,"608",NA,3,1998-02-26,NA,1998-02-26,NA,NA,NA
"Pomacentrus coelestis",5720,45763,6013,NA,124696,1.8,6.8,"TL",NA,NA,135,"unsexed",0.01289,NA,3.073,0.973,NA,NA,NA,NA,0.0114200003445148,0.0145699996501207,2.98499989509583,3.16000008583069,"type I linear regression",NA,"Northern Line Islands / 2006-2011.",NA,NA,NA,65,2021-08-02,NA,2021-08-02,NA,NA,NA
"Pomacentrus moluccensis",5724,7596,6017,350,26587,3,8,"FL",NA,NA,83,"unsexed",0.0703,NA,2.646,0.91012,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Pomacentrus moluccensis",5724,7597,6017,350,55787,5,7.6,"FL",NA,NA,38,"mixed",0.03045,NA,3.01211,0.81541,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.4%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Pomacentrus philippinus",5727,7600,6020,350,26587,3.5,10,"FL",NA,NA,88,"unsexed",0.0508,NA,2.707,0.76038,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Pomacentrus philippinus",5727,7601,6020,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0113,NA,2.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Pomacentrus philippinus",5727,7602,6020,350,55787,3.5,9.5,"FL",NA,NA,73,"mixed",0.02314,NA,3.05761,0.94478,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.8%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Pomacentrus vaiuli",5730,7604,6023,350,26587,2.5,8.5,"FL",NA,NA,80,"unsexed",0.0619,NA,2.628,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Pomacentrus vaiuli",5730,7605,6023,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0373,NA,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Pomacentrus vaiuli",5730,7606,6023,350,55787,2.5,8.5,"FL",NA,NA,84,"mixed",0.0472,NA,2.77525,0.94673,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  13.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Priacanthus hamrur",5791,7657,6086,303,26587,4.5,38,"FL",NA,NA,100,"unsexed",0.0325,NA,2.775,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-18,NA,NA,NA
"Priacanthus hamrur",5791,37210,6086,NA,49326,14,27.7,"TL",NA,NA,284,"mixed",0.0175,NA,2.856,0.989,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","West coast, 7°N to 20°N (1999-2001)",49326,"356",NA,2,2016-08-19,NA,2016-08-19,NA,NA,NA
"Priacanthus hamrur",5791,40967,6086,NA,55634,15.8,28.5,"TL",NA,NA,165,"female",0.02,NA,2.787,0.9,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Southern coast of Karnataka / 1999-2001",NA,"356",NA,65,2017-09-28,NA,2017-09-28,NA,NA,NA
